%time,field.data
619490000000,0.00811034440994
619490000000,0.00913524627686
619530000000,0.00971549749374
619530000000,0.00900441408157
619570000000,0.00872421264648
619570000000,0.00710064172745
619620000000,0.00738000869751
619620000000,0.00799912214279
619660000000,0.0101040005684
619660000000,0.00937134027481
619710000000,0.00902265310287
619710000000,0.0093389749527
619750000000,0.00973409414291
619760000000,0.00927078723907
619800000000,0.00951558351517
619800000000,0.00975626707077
619840000000,0.00984573364258
619840000000,0.00930243730545
619880000000,0.00906944274902
619880000000,0.00959485769272
619930000000,0.0101803541183
619930000000,0.00928032398224
619970000000,0.00993233919144
619970000000,0.0112130641937
620010000000,0.0104181170464
620010000000,0.00965750217438
620060000000,0.00996065139771
620060000000,0.00954699516296
620100000000,0.00894576311111
620100000000,0.0095289349556
620150000000,0.00988185405731
620150000000,0.0100786089897
620200000000,0.00971078872681
620200000000,0.00955933332443
620200000000,0.00928831100464
620240000000,0.0110065937042
620240000000,0.00802618265152
620250000000,0.00918024778366
620270000000,0.00783479213715
620320000000,0.00984627008438
620320000000,0.00895017385483
620360000000,0.00954842567444
620360000000,0.0102264881134
620410000000,0.0106454491615
620410000000,0.0105973482132
620450000000,0.0094318985939
620450000000,0.00929886102676
620490000000,0.00949025154114
620490000000,0.0105924010277
620540000000,0.0100569725037
620540000000,0.011262357235
620580000000,0.00930160284042
620580000000,0.00853878259659
620630000000,0.00854045152664
620630000000,0.00781047344208
620670000000,0.0067235827446
620670000000,0.00798332691193
620710000000,0.00817131996155
620720000000,0.007608294487
620760000000,0.00718641281128
620760000000,0.00744724273682
620810000000,0.00657898187637
620810000000,0.00589263439178
620850000000,0.00616711378098
620850000000,0.00680190324783
620890000000,0.00648677349091
620890000000,0.00728136301041
620940000000,0.00694274902344
620940000000,0.00643712282181
620980000000,0.00489413738251
620980000000,0.00475430488586
621030000000,0.00490432977676
621030000000,0.00425219535828
621070000000,0.00553697347641
621070000000,0.00619864463806
621120000000,0.00519931316376
621120000000,0.00431662797928
621120000000,0.00379240512848
621160000000,0.00529098510742
621160000000,0.00371819734573
621180000000,0.00425863265991
621200000000,0.00417643785477
621250000000,0.00426036119461
621250000000,0.00314700603485
621290000000,0.00369679927826
621290000000,0.00357466936111
621330000000,0.00344479084015
621330000000,0.00332736968994
621380000000,0.00402629375458
621380000000,0.00395572185516
621420000000,0.00333654880524
621420000000,0.00527530908585
621420000000,0.00482374429703
621470000000,0.00526303052902
621470000000,0.00357073545456
621480000000,0.0042353272438
621500000000,0.00362330675125
621550000000,0.00444304943085
621550000000,0.00488972663879
621590000000,0.00631153583527
621590000000,0.00520515441895
621630000000,0.0045177936554
621640000000,0.00505012273788
621680000000,0.00535315275192
621720000000,0.00437331199646
621770000000,0.00395220518112
621770000000,0.00603741407394
621810000000,0.00523179769516
621810000000,0.00574153661728
621860000000,0.00525891780853
621860000000,0.00439459085464
621900000000,0.00458031892776
621910000000,0.00426715612411
621950000000,0.00444847345352
621990000000,0.00397086143494
621990000000,0.0047699213028
622040000000,0.00369703769684
622040000000,0.00313156843185
622080000000,0.0022332072258
622130000000,0.0031224489212
622130000000,0.00363600254059
622170000000,0.00363397598267
622180000000,0.00393068790436
622220000000,0.00384479761124
622260000000,0.00417870283127
622310000000,0.00315195322037
622310000000,0.00321841239929
622350000000,0.00244784355164
622350000000,0.00252884626389
622400000000,0.00311326980591
622400000000,0.00199162960052
622440000000,0.00385284423828
622440000000,0.0015497803688
622490000000,0.00238746404648
622490000000,0.00339144468307
622530000000,0.00357919931412
622530000000,0.00436967611313
622570000000,0.00480151176453
622570000000,0.00413036346436
622620000000,0.00436890125275
622620000000,0.00400650501251
622660000000,0.00554430484772
622670000000,0.00420105457306
622710000000,0.00372183322906
622720000000,0.00482678413391
622770000000,0.00567483901978
622810000000,0.00528746843338
622810000000,0.00496661663055
622850000000,0.00422710180283
622850000000,0.00466752052307
622900000000,0.0036985874176
622900000000,0.00428622961044
622940000000,0.00443303585052
622940000000,0.00466775894165
622980000000,0.0041960477829
622980000000,0.00328266620636
623030000000,0.00239139795303
623030000000,0.00297284126282
623070000000,0.00304925441742
623070000000,0.00368368625641
623070000000,0.00361043214798
623120000000,0.00325733423233
623120000000,0.00310599803925
623140000000,0.00212758779526
623170000000,0.00282144546509
623210000000,0.00293934345245
623250000000,0.00418245792389
623250000000,0.0031111240387
623300000000,0.00155907869339
623300000000,0.00345706939697
623340000000,0.00237667560577
623340000000,0.00369679927826
623390000000,0.00276160240173
623390000000,0.0014289021492
623430000000,0.000537693500519
623430000000,0.000999391078949
623470000000,0.000595510005951
623470000000,0.00139856338501
623520000000,0.00131058692932
623520000000,0.000219643115997
623570000000,0.000274360179901
623570000000,-0.000264763832092
623610000000,0.000475287437439
623610000000,-0.000400185585022
